Data|Mes|cod. Externo|Origem|ID Item|sku|Nome|Qty|Valor Venda|Frete|Custo|Fornecedor|Status Pedido|Comprado|Faturado|Expedido
23/2/2017|2|264116543801|B2W|33815|9788578279769|Livro - Lado dificil das situaçoes dificeis, o|1|48,9|25,11|26,94|superpedido|Processando|5442|Não|Não
23/2/2017|2|1299439054|MERCADO LIVRE|33814|9788538065777|Livro - Galinha Pintadinha: Minhas Primeiras Cores e Formas|1|26,8|15,9|5,94|BookPartners|Processando|5443|Não|Não
23/2/2017|2|349227495703|B2W|33813|9788578276157|Livro - Bebes e suas maes, os|1|43,9|25,56|23,94|superpedido|Processando|5442|Não|Não
23/2/2017|2|67601945-2045984|Walmart|33806|ISQUEIRO_709|Isqueiro Extintor e Lanterna LED Vermelho|2|69,9|0|15|MaisAZ|Processando|5446|Não|Não
23/2/2017|2|1299415720|MERCADO LIVRE|33812|Mariz_4-4014|Climatizador de Água Ecológico Ecoclean V8 127V|1|763,8|33,9|436|Mariz|Processando|5451|Sim|Sim
22/2/2017|2|349227338101|B2W|33811|LDCSK8VD|Caixa de Som Portátil LDCSK8VD SD/USB/Aux Rádio Lendex|1|159,9|22,5|79,9|LENDEX|Processando|5448|Não|Não
22/2/2017|2|1299403705|MERCADO LIVRE|33810|SERTIC_41.7001|Apontador Elétrico a Pilha (2)|1|75,56|16,9|20,68|Sertic|Processando|5457|Não|Não
22/2/2017|2|1299408561|MERCADO LIVRE|33809|9788584441563|Livro - Sem Causar Mal: Histórias de Vida, Morte e Neurocirurgia|1|107,44|44,9|29,94|BookPartners|Processando|5443|Não|Não
22/2/2017|2|1299369573|MERCADO LIVRE|33808|SERTIC_81.1700|Brinquedo de Montar Carro Lunar com 69 Pcs|1|51,8|23,9|12,5|Sertic|Processando|5457|Não|Não
22/2/2017|2|1299372773|MERCADO LIVRE|33807|SERTIC_81.1100|Brinquedo Barco Policia para Montar com 83 Pcs|1|55,67|14,9|17,9|Sertic|Processando|5457|Sim|Sim
22/2/2017|2|67599892-2045984|Walmart|33795|41780|Porta de Segurança Care Gate - Cosco|1|164,85|0|89,08|Dorel|Processando|5453|Sim|Sim
22/2/2017|2|67596073-2045984|Walmart|33794|Mariz_4-4050|Chopeira Prata Beer House 5.6 Litros com Conector para Barril|1|185,46|0|114|Mariz|Processando|5451|Não|Não
22/2/2017|2|1299328638|MERCADO LIVRE|33805|BB250|Protetor de Tomada Novo Padrão 10 Uni Multikids Baby - BB250|1|37,8|16,9|8,71|Multilaser|Processando|5445|Não|Não
22/2/2017|2|1299310328|MERCADO LIVRE|33804|110FOR90F|Forno Elétrico 9 Litros Multifunções Ford - 110V 800W|1|194,9|24,9|95,1|NKS|Em Transito|5449|Sim|Sim
22/2/2017|2|1299316415|MERCADO LIVRE|33803|9788537002179|Livro - Toque Quântico: O Poder de Curar|1|67,14|22,9|22,74|BookPartners|Processando|5443|Não|Não
22/2/2017|2|264115515101|B2W|33802|9788526243804|Livro - Maos De Vento E Olhos De Dentro|1|43,9|19,34|24,05|superpedido|Processando|5442|Não|Não
22/2/2017|2|264115597701|B2W|33801|CA318|Caixa Amplificadora Multiuso com Bluetooth, Karaokê e Hi-Fi Lenoxx|1|879,9|51,14|514,78|Lenoxx|Processando|5456|Não|Não
22/2/2017|2|1299308296|MERCADO LIVRE|33800|9788532652416|Livro - Introdução ao Profetismo Bíblico|1|129,8|22,9|59,4|BookPartners|Processando|5443|Não|Não
22/2/2017|2|704146487|MOBLY|33798|BL-302002|Capa para Almofada Vivace 002 - 43 X 43 Cm Cetim Branco, Rosa, Cinza|1|63,8|13,5|13,5|Belchior|Processando|5454|Não|Não
22/2/2017|2|704146487|MOBLY|33797|BL-302001|Capa para Almofada Vivace 001 - 43 X 43 Cm Cetim Branco, Rosa, Cinza|1|63,8|13,5|13,5|Belchior|Processando|5454|Não|Não
22/2/2017|2|706969487|MOBLY|33799|MGM-900.14|Balcao Cozinha Ibiza 2.0 Castanho 80 x 52 x 193.5 cm|1|616,9|61,9|240,35|MGM|Processando|5455|Não|Não
22/2/2017|2|100000264|TAMARINDOS|33791|1500T|Filtro de Barro Azulejo 2L Salus|1|189,9|36,69|94,1|SALUS|Processando|5450|Não|Não
22/2/2017|2|264115154501|B2W|33796|1500T|Filtro de Barro Azulejo 2L Salus|1|199,9|38,76|94,1|SALUS|Processando|5450|Não|Não
22/2/2017|2|349225202101|B2W|33793|9788542602890|Livro - Louco fuga|1|35,9|25,11|19,459|superpedido|Processando|5442|Não|Não
22/2/2017|2|1299155572|MERCADO LIVRE|33792|1502T|Filtro de Barro Azulejo 4L Salus|1|286,8|56,9|98,98|SALUS|Em Transito|5450|Sim|Sim
22/2/2017|2|1299119758|MERCADO LIVRE|33789|9788541810081|Livro - Onde As Arvores Cantam (Novo)|1|96,8|22,9|44|superpedido|Processando|5442|Não|Não
22/2/2017|2|1299122032|MERCADO LIVRE|33790|9788537600344|Livro - Minidicionario Escolar Português-Espanhol-Português|1|19,8|15,9|2,22|superpedido|Processando|5442|Não|Não
22/2/2017|2|704872487|MOBLY|33788|DULER_115|Kit Com 6 Peças Gancho Para Barra|3|47,7|32,01|7,45|Duler|Processando|5452|Não|Não
22/2/2017|2|1296061473|MERCADO LIVRE|33786|9788597000696|Livro - Planejamento Estratégico: Conceitos, Metodologia e Práticas|1|147,27|31,9|104,3|BookPartners|Processando|5443|Não|Não
22/2/2017|2|1298975817|MERCADO LIVRE|33785|220SEC60M|Secador De Parede Milano - 220V 1600W|1|158,9|38,9|68,9|NKS|Em Transito|5449|Sim|Sim
22/2/2017|2|1299006806|MERCADO LIVRE|33787|Mariz_4-4058|Chopeira Prata King Beer 10 Litros com Conector para Barril|1|260,8|20,9|149|Mariz|Processando|5451|Sim|Sim
22/2/2017|2|349226424901|B2W|33784|9788516029937|Livro - Mistério Das Aranhas Verdes, O|1|57,9|25,17|32,2|superpedido|Processando|5442|Não|Não
22/2/2017|2|67570673-2045984|Walmart|33765|P3227|Som Automotivo Multilaser Rock+ Tela 3 + Tv Digital Rádio Fm Entradas Mp4 - P3227|1|278,25|0|164|Multilaser|Em Transito|5445|Sim|Sim
22/2/2017|2|67559610-2045984|Walmart|33764|AB-0103|KIT Instalação Ar Condicionado Split 7/9.000 Btus - 3 Metros Aluminio Aluminio sem Suporte|1|82,37|0|42,11|Okity|Processando|5444|Não|Não
22/2/2017|2|106326661403|B2W|33783|AMPULHETA_74-14|Ampulheta Areia Roxa P/ Decoração Madeira|1|55,9|21|27,5|MaisAZ|Processando|5446|Não|Não
22/2/2017|2|11473448201|cnova|33782|9788520921951|Livro - Box - O Segundo Sexo|1|158,09|17,19|77,94|superpedido|Processando|5442|Não|Não
22/2/2017|2|264113365703|B2W|33781|110MAQ975|Maquina De Cortar Cabelo Ts 975 - 110V - 9 Peças|1|99,9|19,69|53,9|NKS|Processando|5449|Sim|Sim
22/2/2017|2|11477900601|cnova|33779|9788578276874|Livro - Barriga de trigo livre se do trigo livre se dos quilos a mais e descubra seu caminho de volta para a saude|1|135,44|37,64|29,94|superpedido|Processando|5442|Não|Não
22/2/2017|2|11477894101|cnova|33778|1502T|Filtro de Barro Azulejo 4L Salus|1|244,22|44,32|98,98|SALUS|Em Transito|5450|Sim|Sim
22/2/2017|2|11477900601|cnova|33780|9788578276874|Livro - Barriga de trigo livre se do trigo livre se dos quilos a mais e descubra seu caminho de volta para a saude|1|135,44|37,64|29,94|superpedido|Processando|5442|Não|Não
22/2/2017|2|1298913995|MERCADO LIVRE|33776|BB250|Protetor de Tomada Novo Padrão 10 Uni Multikids Baby - BB250|1|35,8|14,9|8,71|Multilaser|Processando|5445|Não|Não
22/2/2017|2|1298893335|MERCADO LIVRE|33775|P3227|Som Automotivo Multilaser Rock+ Tela 3 + Tv Digital Rádio Fm Entradas Mp4 - P3227|1|323,9|23,9|164|Multilaser|Em Transito|5445|Sim|Sim
22/2/2017|2|1298891901|MERCADO LIVRE|33774|9788502627482|Livro - Direito do Trabalho Esquematizado|1|286,8|34,9|139,75|BookPartners|Processando|5443|Não|Não
22/2/2017|2|1298921951|MERCADO LIVRE|33777|9788574782140|Livro - Verdade Sobre a Bruxaria, A|1|43,8|15,9|15,18|BookPartners|Processando|5443|Não|Não
22/2/2017|2|264112668603|B2W|33770|NITRON194|Panela Legumix Para Cozimento A Vapor 2.6 Lts Microondas Freezer|1|25,9|20,96|5,12|NITRON|Processando|5447|Sim|Não
22/2/2017|2|264104915401|B2W|33773|220PAN66M|Panela De Arroz 1.8 Litros 10 Xícaras Milano - 220V 700W|1|139,9|45,6|75,8|NKS|Em Transito|5449|Sim|Sim
22/2/2017|2|349225952901|B2W|33766|9788521202912|Livro - Desenho arquitetônico - 4ª edição|1|79,9|19,55|44,4|superpedido|Processando|5442|Não|Não
22/2/2017|2|264112676204|B2W|33769|PC_13031|Porta Cartão De Couro|1|29,9|25,11|13|MaisAZ|Processando|5446|Não|Não
22/2/2017|2|264105716501|B2W|33772|LDCSK8VD|Caixa de Som Portátil LDCSK8VD SD/USB/Aux Rádio Lendex|1|159,9|36,4|79,9|LENDEX|Processando|5448|Não|Não
22/2/2017|2|349224486801|B2W|33768|9788540507852|Livro - Paraiso sao os outros, o|1|46,9|19,34|25,83|superpedido|Processando|5442|Sim|Sim
22/2/2017|2|264109494001|B2W|33771|9788572003780|Livro - Maçonaria e igreja católica|2|31,8|28,63|8,635|superpedido|Processando|5442|Não|Não
22/2/2017|2|349224530701|B2W|33767|9788525048165|Livro - Reforma Da Natureza, A - Nova Orografia|3|50,7|25,46|8,94|superpedido|Processando|5442|Não|Não
22/2/2017|2|1298842231|MERCADO LIVRE|33763|9788576802792|Livro - Snipers nas Guerras: Da Guerra de Independência dos Estados Unidos Às Guerras Atuais - Histórias do Tiro Perfeito|1|107,13|15,9|47,4|BookPartners|Processando|5443|Não|Não
22/2/2017|2|1298838429|MERCADO LIVRE|33762|9788520445747|Livro - Prescriçao E Periodizaçao Do Treinamento De Força|1|87,8|18,9|37,8|superpedido|Processando|5442|Não|Não
22/2/2017|2|1296618740|MERCADO LIVRE|33760|SERTIC_81.1100|Brinquedo Barco Policia para Montar com 83 Pcs|1|55,8|17,9|17,9|Sertic|Em Transito|5424|Sim|Sim
22/2/2017|2|1297131896|MERCADO LIVRE|33759|9788520347003|Livro - Código Tributário Nacional Comentado|1|345,8|17,9|181,8|BookPartners|Cancelado|5429|Não|Não
22/2/2017|2|1298373480|MERCADO LIVRE|33761|Mariz_4-4030|Chopeira Prata Baby Beer 3.5 Litros|1|184,8|24,9|90|Mariz|Em Transito|5440|Sim|Sim
22/2/2017|2|1298254640|MERCADO LIVRE|33757|9788588329393|Livro - Insight - Vol.1|1|64,8|29,9|19,2|BookPartners|Processando|5429|Não|Não
22/2/2017|2|1298302056|MERCADO LIVRE|33756|9788570413178|Livro - Toque De Clássicos, Um - Durkheim, Marx E Weber - 2ª Edição|1|85,8|16,9|38,25|superpedido|Processando|5423|Não|Não
22/2/2017|2|1298281303|MERCADO LIVRE|33758|BL-402001|Almofada Vivace 001 - 43 x 43 cm Cetim Branco, Rosa, Cinza|1|56,8|21,9|17,9|Belchior|Processando|5437|Não|Não
22/2/2017|2|264108277501|B2W|33755|9788538066422|Livro - Jardim das Recordações - Livro de Colorir Antiestresse - Coleção Arteterapia|1|10,9|25,11|5,94|BookPartners|Processando|5429|Não|Não
22/2/2017|2|11469919001|cnova|33754|9788508166138|Livro - Bandidos da internet, os|1|58,8|15,9|28,8|superpedido|Processando|5423|Não|Não
22/2/2017|2|67581839-2045984|Walmart|33743|220MAQ975|Maquina De Cortar Cabelo Ts 975 - 220V - 9 Peças|1|102,99|0|53,9|NKS|Processando|5421|Sim|Não
22/2/2017|2|67581420-2045984|Walmart|33742|Mariz_4-4050|Chopeira Prata Beer House 5.6 Litros com Conector para Barril|1|185,46|0|114|Mariz|Processando|5440|Não|Não
22/2/2017|2|264112225901|B2W|33753|41780|Porta de Segurança Care Gate - Cosco|1|159,9|34,35|89,08|Dorel|Objeto Não Encontrado|5432|Sim|Sim
22/2/2017|2|264112268501|B2W|33752|1507T|Filtro de Barro Turquesa 4L Salus|1|229,9|42,35|98,98|SALUS|Em Transito|5431|Sim|Sim
22/2/2017|2|11476820401|cnova|33751|110SEC43N|Escova Giratória Placas Argan Ts 243 Nks Estrelas - 110V|1|218,89|18,99|122,2|NKS|Processando|5421|Sim|Sim
22/2/2017|2|1298752634|MERCADO LIVRE|33750|9788537005392|Livro - Guardiões da Lei Divina, Os: A Jornada de um Mago|1|76,99|21,9|26,94|BookPartners|Processando|5429|Não|Não
21/2/2017|2|1298748084|MERCADO LIVRE|33749|9788525053626|Livro - Churchil o jovem tita|1|76,8|22,9|29,94|superpedido|Processando|5423|Não|Não
21/2/2017|2|1298735942|MERCADO LIVRE|33748|9788583681465|Livro - Mauricio 80|1|52,8|20,9|19,459|superpedido|Processando|5423|Não|Não
21/2/2017|2|264107518801|B2W|33747|LDCSH5905|Home Theater 5.1 LD-CSH5905 C/ Bluetooth 50W Preto Lendex|1|579,9|32,54|290|LENDEX|Processando|5425|Não|Não
21/2/2017|2|708154487|MOBLY|33744|BL-302044|Capa para Almofada Vivace Cinza 044 - 43 X 43 Cm Cetim|2|127,6|14,8|13,5|Belchior|Processando|5437|Não|Não
21/2/2017|2|709454487|MOBLY|33746|ALUMI_626|Panela Reforçada 2 Litros Alumínio Polido|1|19,9|12,3|11,5|Estamparia|Processando|5439|Sim|Sim
21/2/2017|2|708154487|MOBLY|33745|BL-302049|Capa para Almofada Vivace Uva 049 - 43 X 43 Cm Cetim Roxo|2|127,6|14,8|13,5|Belchior|Processando|5437|Não|Não
21/2/2017|2|1298681636|MERCADO LIVRE|33741|9788520934661|Livro - Lila E Sibila Na Amazônia|1|48,8|18,9|16,14|superpedido|Processando|5423|Não|Não
21/2/2017|2|106328391003|B2W|33740|ALUMI_1045|Forma De Pão Black 24 X 12 X 5 cm Antiaderente - Alumínio Oliveira|1|18,9|18,72|8,58|Estamparia|Processando|5439|Não|Não
21/2/2017|2|100000263|TAMARINDOS|33738|CE-0103C|KIT Instalação para Ar Condicionado Split Okity 7/9.000 Btus - 3 Metros com Suporte|2|359,8|18,99|94,74|OKITY|Em Transito|5438|Sim|Sim
21/2/2017|2|349225448401|B2W|33739|11001611|Kit Varão para Cortina Metal Cromado 19 mm x 300 cm Com Emenda|1|57,9|33,76|28,9|Belchior|Processando|5437|Não|Não
21/2/2017|2|100000262|TAMARINDOS|33729|Nitron82|Porta Guardanapo Cristal|25|397,5|26,93|3,63|NITRON|Em Transito|5422|Sim|Sim
21/2/2017|2|67575060-2045984|Walmart|33727|DULER_250|Revisteiro Aramado|1|67,94|0|33,43|Duler|Processando|5436|Não|Não
21/2/2017|2|1298530125|MERCADO LIVRE|33737|6070.P.0012|Pasta Sanfonada A4 Pp Dellosmile Preta Com 12 Divisórias|1|43,8|19,9|8,61|Dello|Processando|5435|Não|Não
21/2/2017|2|1298515195|MERCADO LIVRE|33736|9788573413953|Livro - Céu e o Inferno,, O: Ou a Justiça Divina Segundo o Espiritismo - Edição de Bolso|1|24,8|15,9|4,65|BookPartners|Processando|5429|Não|Não
21/2/2017|2|705473397|MOBLY|33734|BL-302072|Capa para Almofada Vivace Listrada 072 - 43 X 43 Cm Cetim Colorido|2|233,3|13,4|13,5|Belchior|Processando|5437|Não|Não
21/2/2017|2|705473397|MOBLY|33733|BL-302049|Capa para Almofada Vivace Uva 049 - 43 X 43 Cm Cetim Roxo|3|233,3|13,4|13,5|Belchior|Processando|5437|Não|Não
21/2/2017|2|704264487|MOBLY|33732|DECO_2501|Macaquinho Estiloso Tabaco Azul|1|195,9|13,5|84|MaisAZ|Processando|5428|Não|Não
21/2/2017|2|705473397|MOBLY|33735|BL-402076|Almofada Vivace 076 - 43 x 43 cm Cetim Rosa, Vermelho, Azul|2|233,3|13,4|17,9|Belchior|Processando|5437|Não|Não
21/2/2017|2|264110509402|B2W|33731|9788525432995|Livro - Assassinato no expresso oriente|1|34,9|21,74|19,195|superpedido|Processando|5423|Não|Não
21/2/2017|2|349225023701|B2W|33730|220FER93F|Ferro Elétrico A Vapor Base Cerâmica F-903 Ford - 220V 1600W|1|129,9|28,65|68,3|NKS|Processando|5421|Não|Não
21/2/2017|2|67571614-2045984|Walmart|33718|P3227|Som Automotivo Multilaser Rock+ Tela 3 + Tv Digital Rádio Fm Entradas Mp4 - P3227|1|278,25|0|164|Multilaser|Em Transito|5434|Sim|Sim
21/2/2017|2|11474433501|cnova|33728|9788580415773|Livro - Para Sempre Minha|1|54,77|21,87|20,94|superpedido|Processando|5423|Não|Não
21/2/2017|2|1298279402|MERCADO LIVRE|33722|220CAF52F|Cafeteira Elétrica 38 Xícaras Ford - 220V 1000W|1|190,8|30,9|82,5|NKS|Em Transito|5421|Sim|Sim
21/2/2017|2|1298412710|MERCADO LIVRE|33725|9788567776378|Livro - Direitos Sociais - Coleção Para Entender Direito|1|43,8|16,9|14,94|BookPartners|Processando|5429|Não|Não
21/2/2017|2|1298396871|MERCADO LIVRE|33724|RE_VINIL-211|Relógio Em Vinil Audrey Hepburn|1|78,8|16,9|29,55|MaisAZ|Processando|5428|Não|Não
21/2/2017|2|1298320059|MERCADO LIVRE|33723|MGM-887.2|Espelheira Treviso Branco 63.5 x 14.7 x 55.8 cm|1|210,8|29,9|74,1|MGM|Processando|5426|Não|Não
21/2/2017|2|1298410570|MERCADO LIVRE|33726|9788567776408|Livro - Defesa Social: Uma Visão Crítica|1|46,1|16,9|14,94|BookPartners|Processando|5429|Não|Não
21/2/2017|2|264109632902|B2W|33721|7015.Z.0008|Adesivos De Parede Borboletas Verdes E Lilás - Dellodecor|1|47,8|26,74|11,5|Dello|Em Transito|5435|Sim|Sim
21/2/2017|2|264109632902|B2W|33720|7011.Q.0008|Adesivos De Parede Borboletas Rosas - Dellodecor|1|47,8|26,74|10|Dello|Em Transito|5435|Sim|Sim
21/2/2017|2|349224604001|B2W|33719|LDCSK8VD|Caixa de Som Portátil LDCSK8VD SD/USB/Aux Rádio Lendex|1|159,9|27,38|79,9|LENDEX|Processando|5425|Não|Não
21/2/2017|2|100000261|TAMARINDOS|33715|110CLI93N|Adega Climatizada De Vinhos 28 Garrafas Ford - 110V|1|1519,9|72,14|1035|NKS|Processando|5421|Não|Não
21/2/2017|2|264108975201|B2W|33717|CA318|Caixa Amplificadora Multiuso com Bluetooth, Karaokê e Hi-Fi Lenoxx|1|879,9|51,14|514,78|Lenoxx|Processando|5433|Não|Não
21/2/2017|2|1298250628|MERCADO LIVRE|33716|9788584441563|Livro - Sem Causar Mal: Histórias de Vida, Morte e Neurocirurgia|1|75,8|21,9|29,94|BookPartners|Processando|5429|Sim|Não
21/2/2017|2|1298201018|MERCADO LIVRE|33712|9788579603587|Livro - Dossiê Old! Gamer: Megadrive - A História Completa do Melhor Videogame da Sega - Vol.4|1|91,8|31,9|29,94|BookPartners|Processando|5429|Não|Não
21/2/2017|2|1298222793|MERCADO LIVRE|33714|9781401228187|Livro - Transmetropolitan Vol. 6|1|85,03|18,9|34,44|superpedido|Processando|5423|Não|Não
